platform,company,title,summary,date,link,source
Google News,Binance,"Two Binance employees were detained in UAE in recent weeks, NYT reports - Reuters","<a href=""https://news.google.com/rss/articles/CBMitgFBVV95cUxNcVNRelR3TlJRWUxwV01fbDhUblFza29oMkhKRWV4aGluYmwta0lobVNlbjRSZ0dmM0s0SGdDcGVod3VwTldvMVJHTUxKZzl0VVpOelgwV3dwX0RINUdVaTNzOWUzQkNSTHJXeVVDVWo4X1kwN29FTEdndzZIbmZOejN5d0lBYWdycld6dTlCV3U1R3ZrMDRGejFtUjRVNlFMQkdrUnVTSS1XeHdlai1mY3BBdTFzUQ?oc=5"" target=""_blank"">Two Binance employees were detained in UAE in recent weeks, NYT reports</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>","Thu, 20 Aug 2026 23:29:14 GMT",https://news.google.com/rss/articles/CBMitgFBVV95cUxNcVNRelR3TlJRWUxwV01fbDhUblFza29oMkhKRWV4aGluYmwta0lobVNlbjRSZ0dmM0s0SGdDcGVod3VwTldvMVJHTUxKZzl0VVpOelgwV3dwX0RINUdVaTNzOWUzQkNSTHJXeVVDVWo4X1kwN29FTEdndzZIbmZOejN5d0lBYWdycld6dTlCV3U1R3ZrMDRGejFtUjRVNlFMQkdrUnVTSS1XeHdlai1mY3BBdTFzUQ?oc=5,Reuters
Google News,Binance,Word of the Day: Test Your Knowledge on “Gen Z Investing” to Unlock BNB Rewards! - Binance,"<a href=""https://news.google.com/rss/articles/CBMikAFBVV95cUxQRXpuRjNvLWFKR2NncEFIRlRWdFpiWWQ1bzZtdUxFWndBNGdENWhtTlUtZEZxa3kzbzJjd29tUXVObVhnYWg4bnBMdGtaaTVuYTU1X1VZLVBOay1lOFN3MkN1dzhKZmh4VVBYbUFNXzZFaEFpTVFCd25SQmw3Z2h0VFJjNzBaV3JEand2Y3RuS0Q?oc=5"" target=""_blank"">Word of the Day: Test Your Knowledge on “Gen Z Investing” to Unlock BNB Rewards!</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Binance</font>","Mon, 24 Aug 2026 02:45:20 GMT",https://news.google.com/rss/articles/CBMikAFBVV95cUxQRXpuRjNvLWFKR2NncEFIRlRWdFpiWWQ1bzZtdUxFWndBNGdENWhtTlUtZEZxa3kzbzJjd29tUXVObVhnYWg4bnBMdGtaaTVuYTU1X1VZLVBOay1lOFN3MkN1dzhKZmh4VVBYbUFNXzZFaEFpTVFCd25SQmw3Z2h0VFJjNzBaV3JEand2Y3RuS0Q?oc=5,Binance
Google News,Binance,Wall Street Journal urges judge to toss Binance defamation suit - Courthouse News,"<a href=""https://news.google.com/rss/articles/CBMilgFBVV95cUxOQkxTYXJzRVJ5cVVhZ0tvTGlLTE93Rzl0cDRvdzB0Q2tZb3F0cjN3WW1pVDZYY2NIRGtCRDFUYnkxVm1nMTB2dTVrSjZHU0x4QVA2MThUWVd1R0FMdTFBaUJMMG9HZGEtblh4UzVlNnZOcFRSN1loMzZlUm16VUlHYnFsNzROS05SaUlzNjQ5X2UxU3hRR3c?oc=5"" target=""_blank"">Wall Street Journal urges judge to toss Binance defamation suit</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Courthouse News</font>","Wed, 12 Aug 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMilgFBVV95cUxOQkxTYXJzRVJ5cVVhZ0tvTGlLTE93Rzl0cDRvdzB0Q2tZb3F0cjN3WW1pVDZYY2NIRGtCRDFUYnkxVm1nMTB2dTVrSjZHU0x4QVA2MThUWVd1R0FMdTFBaUJMMG9HZGEtblh4UzVlNnZOcFRSN1loMzZlUm16VUlHYnFsNzROS05SaUlzNjQ5X2UxU3hRR3c?oc=5,Courthouse News
Google News,Binance,"How financial crime dominates FCA enforcement, Binance employees detained in the UAE, Australia uncover massive suspected mortgage fraud - LinkedIn","<a href=""https://news.google.com/rss/articles/CBMilAFBVV95cUxOTF9TWU5lbG9NQ3QycEp2a0pmdWhtYVEwb3BPaFJiR0FxYWRyekdWcG1rbHhNYy1aMS1yMzJSaEJtRkYwUTN2WW80UTdyMzREc3AzZmVrNlhKQzdIRGxDRE4xVzFXdHpsMTZZZGpuZ0lSWHRwNVR1eXZnYXlJSUM4a2dpenZ3NnpLMVZUM2VZMHpOYWVG?oc=5"" target=""_blank"">How financial crime dominates FCA enforcement, Binance employees detained in the UAE, Australia uncover massive suspected mortgage fraud</a>&nbsp;&nbsp;<font color=""#6f6f6f"">LinkedIn</font>","Fri, 21 Aug 2026 09:32:33 GMT",https://news.google.com/rss/articles/CBMilAFBVV95cUxOTF9TWU5lbG9NQ3QycEp2a0pmdWhtYVEwb3BPaFJiR0FxYWRyekdWcG1rbHhNYy1aMS1yMzJSaEJtRkYwUTN2WW80UTdyMzREc3AzZmVrNlhKQzdIRGxDRE4xVzFXdHpsMTZZZGpuZ0lSWHRwNVR1eXZnYXlJSUM4a2dpenZ3NnpLMVZUM2VZMHpOYWVG?oc=5,LinkedIn
Google News,Binance,"Weekly Roundup: Binance Staff Arrested, Bessent Warns Iran's Allies, and More - ACAMS","<a href=""https://news.google.com/rss/articles/CBMipgFBVV95cUxNZ3JkWHJFQ2RFTkxVRHliZkhnU3NfRnZQNERmMTJWZ3Y2MXE5Rm9RTE5tOFVfVV84OXZpcFZkS3JDRjJJLXVCVnBHN3BLNnRoVFJCX0FtdVRncW5PN1RnSmxzeTByRjNKanRPZEZFYW1kajN3bUdJNFNjalNCYjNUN0tRcmgwWnVnWDRmcDg2UnNHbEdLbG5sdWYxM2dRWVUtV3MtUFNn?oc=5"" target=""_blank"">Weekly Roundup: Binance Staff Arrested, Bessent Warns Iran's Allies, and More</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ACAMS</font>","Fri, 21 Aug 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMipgFBVV95cUxNZ3JkWHJFQ2RFTkxVRHliZkhnU3NfRnZQNERmMTJWZ3Y2MXE5Rm9RTE5tOFVfVV84OXZpcFZkS3JDRjJJLXVCVnBHN3BLNnRoVFJCX0FtdVRncW5PN1RnSmxzeTByRjNKanRPZEZFYW1kajN3bUdJNFNjalNCYjNUN0tRcmgwWnVnWDRmcDg2UnNHbEdLbG5sdWYxM2dRWVUtV3MtUFNn?oc=5,ACAMS
Google News,Binance,"Abraxas Capital Opens $100M ETH Short, Hedges with $173M Binance Withdrawals - Cryptonews.net","<a href=""https://news.google.com/rss/articles/CBMiWkFVX3lxTE43UERDeTlyT3MxS1hKcnZQVzlDY3I2S1BvNmNVNU5BWWI3dmQ4R3paSEFERnVPaWxVaW5iQ2YxQ1RLNFBDaG9UdnNqVnVnNEl0bHJwZ2dtd3ZuUQ?oc=5"" target=""_blank"">Abraxas Capital Opens $100M ETH Short, Hedges with $173M Binance Withdrawals</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Cryptonews.net</font>","Mon, 24 Aug 2026 10:58:04 GMT",https://news.google.com/rss/articles/CBMiWkFVX3lxTE43UERDeTlyT3MxS1hKcnZQVzlDY3I2S1BvNmNVNU5BWWI3dmQ4R3paSEFERnVPaWxVaW5iQ2YxQ1RLNFBDaG9UdnNqVnVnNEl0bHJwZ2dtd3ZuUQ?oc=5,Cryptonews.net
Google News,Binance,Crypto theft victims escape Binance arbitration after US appeal court intervenes - ICLG,"<a href=""https://news.google.com/rss/articles/CBMipgFBVV95cUxPT0UteFZIVlVOZFc3MVpVV0NncWJYT0tsdXRnNFNqRTR0dy12SVV5Y1dVMlExVS15NVAyVmgwNjF5R2c4NTF1cmZNVUhJUDhfM3NiWk80cnhLaXlWblZxS3lYX0FGUXNVbHlicTVsSmgwMmdFNjNaZnhBZTNDd1lYRHdmcEtUalpZcHRSYXI5TGljTzBJazhES1M4YncxLVd6VGZ0WEVB?oc=5"" target=""_blank"">Crypto theft victims escape Binance arbitration after US appeal court intervenes</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ICLG</font>","Fri, 21 Aug 2026 09:30:36 GMT",https://news.google.com/rss/articles/CBMipgFBVV95cUxPT0UteFZIVlVOZFc3MVpVV0NncWJYT0tsdXRnNFNqRTR0dy12SVV5Y1dVMlExVS15NVAyVmgwNjF5R2c4NTF1cmZNVUhJUDhfM3NiWk80cnhLaXlWblZxS3lYX0FGUXNVbHlicTVsSmgwMmdFNjNaZnhBZTNDd1lYRHdmcEtUalpZcHRSYXI5TGljTzBJazhES1M4YncxLVd6VGZ0WEVB?oc=5,ICLG
Google News,Binance,"Binance Cat Price Today | BNBCAT Live Price, Chart & Market Cap - OKX","<a href=""https://news.google.com/rss/articles/CBMiX0FVX3lxTE9XdXFfWmUtSHdqVUxFTFlaaFdQYTJ1ek5QcmdVa0x0VnlhOWZNRVRqN0o0ZzZOdnNDdUtpbHE4SHFkSUVwX2tDdTA0Nk85MUFCNEdDOFpCR3NYaHB5OWQ0?oc=5"" target=""_blank"">Binance Cat Price Today | BNBCAT Live Price, Chart & Market Cap</a>&nbsp;&nbsp;<font color=""#6f6f6f"">OKX</font>","Mon, 24 Aug 2026 10:13:14 GMT",https://news.google.com/rss/articles/CBMiX0FVX3lxTE9XdXFfWmUtSHdqVUxFTFlaaFdQYTJ1ek5QcmdVa0x0VnlhOWZNRVRqN0o0ZzZOdnNDdUtpbHE4SHFkSUVwX2tDdTA0Nk85MUFCNEdDOFpCR3NYaHB5OWQ0?oc=5,OKX
Google News,Binance,Binance Opens the Door to AI Agents That Can Trade Crypto for You - Decrypt,"<a href=""https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1ZNzVoMmZNT3Z2UXM2emUwZmM0cG45UWJmbi05V2hTMzg3cWhDVTRQZERfMnQ4LTJoVXNmS2pTU3Q3U0I2dWFMdm44SDNJUWRhVWtPVFpvZFJIM0RvaHdyT0V6VFh6UXPSAW9BVV95cUxPUlJnbWxaVEoyaDFaQWlIRHpwQ2JiUzFNMEIta01MNFdGbmEtbG1wcU9hWTBHNUhSazhMbTNacVFtcWFKcXZ2OTVqNklsblJJbnQ5UDVBMmM2Yk4wM3FtbXlEWUZ4MFBPSzBoc0dmbkE?oc=5"" target=""_blank"">Binance Opens the Door to AI Agents That Can Trade Crypto for You</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Decrypt</font>","Fri, 21 Aug 2026 09:31:05 GMT",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1ZNzVoMmZNT3Z2UXM2emUwZmM0cG45UWJmbi05V2hTMzg3cWhDVTRQZERfMnQ4LTJoVXNmS2pTU3Q3U0I2dWFMdm44SDNJUWRhVWtPVFpvZFJIM0RvaHdyT0V6VFh6UXPSAW9BVV95cUxPUlJnbWxaVEoyaDFaQWlIRHpwQ2JiUzFNMEIta01MNFdGbmEtbG1wcU9hWTBHNUhSazhMbTNacVFtcWFKcXZ2OTVqNklsblJJbnQ5UDVBMmM2Yk4wM3FtbXlEWUZ4MFBPSzBoc0dmbkE?oc=5,Decrypt
Google News,Binance,Binance Staff Faced UAE Questions Over Bank Account Probe - Finimize,"<a href=""https://news.google.com/rss/articles/CBMijwFBVV95cUxQNnR4Zy10TmQ4eDF0N0RFRHNubWxSMFJPZTRBX2ZNdDF3bUdta3RwbFhaRzljaUtLS1kwRGdBelc2N3VGV3V6em5OREdpR1o3dXZVX3kwZUdBZnNaODFiQUpHekl0U2tRcVIwWnN0Rmp6V2gtenNlMnZmUG5zWHp6OWJpYlZCby1LdmVsTzYxRQ?oc=5"" target=""_blank"">Binance Staff Faced UAE Questions Over Bank Account Probe</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Finimize</font>","Mon, 24 Aug 2026 04:12:18 GMT",https://news.google.com/rss/articles/CBMijwFBVV95cUxQNnR4Zy10TmQ4eDF0N0RFRHNubWxSMFJPZTRBX2ZNdDF3bUdta3RwbFhaRzljaUtLS1kwRGdBelc2N3VGV3V6em5OREdpR1o3dXZVX3kwZUdBZnNaODFiQUpHekl0U2tRcVIwWnN0Rmp6V2gtenNlMnZmUG5zWHp6OWJpYlZCby1LdmVsTzYxRQ?oc=5,Finimize
